condition,profile_id,gender,year_birth,race,education,income,party,donation,newsletter,trust_competent_1,trust_intelligent_1,trust_qualified_1,trust_honest_1,trust_ethical_1,trust_sincere_1,trust_concerned_1,trust_improve_1,trust_considerate_1,trust_feedback_1,trust_transparent_1,trust_attention_1,trust_post_1,distrust_1,funding_5,policy_1_1,policy_2_1,policy_3_1,policy_4_1,inst_trust_epa_1,inst_trust_nasa_1,inst_trust_noaa_1,inst_trust_uni_1,inst_trust_gov_1,belief_post_1,concern_1_1,concern_2_1,concern_3_1,policy_general_1,policy_specific_1_1,policy_specific_2_1,policy_specific_3_1,policy_specific_4_1,policy_specific_5_1,policy_specific_6_1,policy_specific_7_1,individual_meat_1,individual_transport_1,individual_solar_1,individual_fly_1,individual_talk_1,individual_donate_1
Extreme weather predictions,p00826,1,1983,4,5,2,1,8,Yes,80,85,90,95,92,88,78,82,85,72,80,90,60,20,40,95,20,98,92,85,92,90,88,80,60,60,80,90,70,30,50,85,75,25,65,90,40,70,80,50,60,45
Extreme weather predictions,p00827,2,1998,1,4,2,3,9,Yes,80,85,90,95,92,88,76,89,85,78,82,86,65,21,42,95,40,92,85,75,82,90,88,65,92,87,90,95,85,80,92,88,85,70,78,90,43,75,61,50,83,67
Extreme weather predictions,p00828,1,1950,3,2,3,3,9,Yes,85,90,95,98,92,96,88,94,91,97,93,99,95,2,45,99,15,98,95,95,97,99,93,88,92,92,94,96,98,85,90,95,92,10,88,98,25,40,75,60,85,90
Extreme weather predictions,p00829,1,1966,1,4,2,3,8,Yes,90,85,88,95,92,90,80,75,85,60,70,65,75,10,40,95,20,90,85,85,90,92,88,80,80,80,85,75,60,60,90,95,80,20,85,90,60,80,65,40,50,30
Extreme weather predictions,p00830,1,1996,1,5,4,3,8,Yes,90,92,95,98,99,96,94,97,91,88,93,92,75,0,80,80,0,85,75,88,90,92,95,78,95,90,95,88,85,80,85,90,92,70,82,95,85,88,90,75,80,60
Extreme weather predictions,p00831,1,1946,5,1,3,2,8,Yes,80,85,90,95,98,97,92,96,94,91,93,88,99,0,20,100,0,90,95,80,90,85,95,60,98,92,98,95,95,85,90,92,88,80,95,85,40,50,60,70,80,90
Extreme weather predictions,p00832,2,1946,5,5,4,1,9,Yes,80,85,90,95,92,88,96,98,94,82,89,87,99,0,55,95,20,90,80,70,75,85,80,60,92,98,96,92,80,60,70,80,90,40,50,65,30,60,80,45,95,85
Extreme weather predictions,p00833,1,1967,1,6,4,3,9,No,95,92,98,96,97,94,95,99,98,90,92,88,85,5,70,95,60,98,92,80,85,92,88,72,95,90,95,80,90,90,85,98,92,80,95,90,60,70,85,40,80,90
Extreme weather predictions,p00834,1,1969,1,1,4,2,9,Yes,80,85,90,95,98,96,92,94,93,88,97,90,95,0,50,99,0,99,99,92,95,94,96,98,98,95,98,96,99,98,97,99,95,0,96,98,75,80,90,60,85,70
Extreme weather predictions,p00835,1,1996,3,2,1,3,8,No,80,85,90,95,98,99,92,96,97,88,94,95,99,0,40,98,5,99,95,80,90,95,92,60,90,90,92,80,85,85,90,95,98,80,92,99,60,85,90,40,95,80
Extreme weather predictions,p00836,1,1990,1,2,4,1,10,No,80,85,90,95,92,88,75,80,85,60,70,90,65,20,40,90,40,95,80,70,75,80,85,65,50,70,85,60,80,65,80,90,70,50,75,85,30,60,70,40,80,50
Extreme weather predictions,p00837,1,1967,1,1,1,3,2,No,60,70,50,80,85,90,65,75,70,40,50,30,20,60,80,80,10,90,60,40,50,60,70,30,90,50,70,80,70,20,90,95,85,15,80,95,20,50,10,40,60,30
Extreme weather predictions,p00838,2,1966,1,4,5,3,9,Yes,95,98,99,100,100,99,97,98,96,92,95,94,99,0,80,95,10,98,90,85,88,92,95,82,95,85,92,95,90,80,95,90,88,85,92,98,50,90,70,40,80,60
Extreme weather predictions,p00839,1,1985,1,1,4,3,8,Yes,70,80,85,95,90,92,88,85,80,75,82,78,70,15,55,95,10,98,92,85,88,92,90,75,95,85,90,95,90,80,95,98,92,75,90,85,20,50,80,40,65,30
Extreme weather predictions,p00840,2,1975,3,4,3,1,8,No,80,85,90,95,92,98,75,85,90,60,70,50,40,20,10,95,0,90,85,45,55,65,85,35,95,80,92,90,98,95,98,99,96,0,97,95,60,80,70,40,50,30
Extreme weather predictions,p00841,2,1940,1,3,5,2,10,Yes,95,92,98,99,98,97,96,94,95,92,90,88,99,0,80,100,80,95,92,95,92,98,96,90,98,98,99,100,100,90,95,98,92,80,85,90,20,50,70,10,80,60
Extreme weather predictions,p00842,2,1996,5,1,3,3,7,Yes,80,85,90,95,92,88,98,97,96,75,82,90,92,5,60,95,50,98,90,70,80,85,75,60,95,99,100,80,85,92,95,98,90,85,95,92,20,30,10,40,60,15
Extreme weather predictions,p00843,2,2001,1,2,3,3,9,Yes,90,95,92,98,97,96,99,95,94,91,93,92,88,5,60,98,60,99,92,85,90,92,95,75,95,95,96,90,80,80,95,92,98,60,85,90,80,95,70,50,85,60
Extreme weather predictions,p00844,2,1977,4,3,2,1,5,No,80,85,90,95,92,88,78,82,85,75,80,90,60,30,20,95,0,98,90,50,60,55,45,40,70,80,85,70,65,60,75,90,95,20,85,80,40,90,60,10,70,50
Extreme weather predictions,p00845,1,1970,1,1,5,1,9,No,75,80,85,95,90,92,60,65,70,50,55,45,25,0,20,95,0,98,95,80,85,95,90,70,10,30,35,25,90,0,60,80,90,10,70,85,20,50,60,0,30,10
Extreme weather predictions,p00846,2,1984,1,3,5,2,9,Yes,90,92,95,98,97,96,99,100,95,90,92,96,98,0,80,100,70,95,90,97,98,99,94,96,100,99,98,97,99,95,96,100,99,90,98,95,50,80,60,20,85,40
Extreme weather predictions,p00847,1,1965,1,4,3,1,8,Yes,80,85,90,95,92,88,76,82,84,60,68,62,72,18,40,90,20,95,88,70,82,88,92,60,80,80,92,90,85,80,85,95,88,75,90,92,40,50,60,30,80,65
Extreme weather predictions,p00848,1,1973,2,5,1,3,7,Yes,80,85,90,95,92,88,80,85,90,75,82,88,65,10,50,98,10,99,95,78,92,95,85,80,90,90,92,80,85,85,90,95,88,75,80,92,40,70,20,50,60,30
Extreme weather predictions,p00849,2,1965,1,1,5,3,8,Yes,80,85,90,95,92,88,75,82,78,60,72,85,70,20,40,90,20,85,70,85,95,92,88,80,90,95,98,80,80,90,95,98,92,85,88,95,40,60,70,20,80,50
Extreme weather predictions,p00850,1,1986,1,1,2,3,3,No,70,80,85,90,95,92,78,75,88,65,90,85,55,0,40,65,0,70,50,70,80,85,90,40,60,45,40,35,50,60,80,90,70,50,85,95,10,25,20,30,40,15
